,Date,Home Team,Away Team,Result,HTeam,HM,HG,HGA,HPTS,HxG,HxGA,HPPDA,HOPPDA,HDC,HODC,HPTS/M,ATeam,AM,AG,AGA,APTS,AxG,AxGA,APPDA,AOPPDA,ADC,AODC,APTS/M
110,10/11/2018,Cardiff,Brighton,"['2 ', ' 1']",Cardiff,11,9,24,5,11.45,19.72,15.94,5.99,4.636363636363637,10.272727272727273,0.45454545454545453,Brighton,11,12,16,14,11.72,20.66,14.37,7.09,2.909090909090909,8.636363636363637,1.2727272727272727
111,10/11/2018,Huddersfield,West Ham,"['1 ', ' 1']",Huddersfield,11,5,21,6,6.49,17.15,10.03,11.73,2.6363636363636362,4.636363636363637,0.5454545454545454,West Ham,11,13,17,11,13.52,18.04,12.62,8.63,8.0,6.454545454545454,1.0
112,10/11/2018,Leicester,Burnley,"['0 ', ' 0']",Leicester,11,17,16,16,14.61,14.24,10.13,10.79,4.454545454545454,6.0,1.4545454545454546,Burnley,11,12,25,8,8.96,24.79,14.4,10.85,3.909090909090909,10.090909090909092,0.7272727272727273
113,10/11/2018,Newcastle United,Bournemouth,"['2 ', ' 1']",Newcastle United,11,7,14,6,8.59,17.7,12.69,7.56,3.4545454545454546,8.454545454545455,0.5454545454545454,Bournemouth,11,20,14,20,21.16,14.15,15.18,10.35,8.272727272727273,8.0,1.8181818181818181
114,10/11/2018,Southampton,Watford,"['1 ', ' 1']",Southampton,11,7,20,7,14.74,18.92,13.15,10.7,5.454545454545454,9.090909090909092,0.6363636363636364,Watford,11,16,13,19,17.48,12.57,10.88,9.29,7.0,5.0,1.7272727272727273
115,10/11/2018,Crystal Palace,Tottenham,"['0 ', ' 1']",Crystal Palace,11,8,16,8,12.46,16.24,13.52,9.56,5.818181818181818,5.909090909090909,0.7272727272727273,Tottenham,11,19,10,24,19.32,14.47,8.59,13.25,6.909090909090909,5.2727272727272725,2.1818181818181817
116,11/11/2018,Liverpool,Fulham,"['2 ', ' 0']",Liverpool,11,21,5,27,21.33,9.14,13.21,19.86,10.545454545454545,4.0,2.4545454545454546,Fulham,11,11,29,5,11.17,23.1,12.25,11.78,4.181818181818182,9.272727272727273,0.45454545454545453
117,11/11/2018,Chelsea,Everton,"['0 ', ' 0']",Chelsea,11,27,8,27,23.69,10.93,10.15,16.82,10.181818181818182,4.0,2.4545454545454546,Everton,11,19,15,18,15.89,14.7,9.55,9.88,5.545454545454546,5.7272727272727275,1.6363636363636365
118,11/11/2018,Arsenal,Wolverhampton Wanderers,"['1 ', ' 1']",Arsenal,11,25,14,23,16.03,15.61,8.63,14.77,9.909090909090908,6.0,2.090909090909091,Wolverhampton Wanderers,11,11,12,15,15.42,9.93,12.21,13.09,5.363636363636363,6.090909090909091,1.3636363636363635
119,11/11/2018,Manchester City,Manchester United,"['3 ', ' 1']",Manchester City,11,33,4,29,32.1,6.66,10.02,26.36,16.09090909090909,3.0,2.6363636363636362,Manchester United,11,19,18,20,19.85,17.25,10.59,12.5,7.636363636363637,7.0,1.8181818181818181
120,24/11/2018,Brighton,Leicester,"['1 ', ' 1']",Brighton,12,13,18,14,12.49,22.6,13.81,7.17,2.9166666666666665,8.25,1.1666666666666667,Leicester,12,17,16,17,16.12,14.61,9.99,10.93,4.583333333333333,5.5,1.4166666666666667
121,24/11/2018,Everton,Cardiff,"['1 ', ' 0']",Everton,12,19,15,19,16.09,15.87,10.24,9.61,5.083333333333333,5.833333333333333,1.5833333333333333,Cardiff,12,11,25,8,13.4,20.49,15.27,6.3,4.583333333333333,9.666666666666666,0.6666666666666666
122,24/11/2018,Fulham,Southampton,"['3 ', ' 2']",Fulham,12,11,31,5,11.75,25.33,13.51,11.11,3.9166666666666665,9.5,0.4166666666666667,Southampton,12,8,21,8,15.94,20.0,12.66,10.37,5.416666666666667,9.25,0.6666666666666666
123,24/11/2018,Manchester United,Crystal Palace,"['0 ', ' 0']",Manchester United,12,20,21,20,20.82,19.28,11.36,12.51,7.416666666666667,7.75,1.6666666666666667,Crystal Palace,12,8,17,8,13.14,17.79,13.43,9.4,5.833333333333333,5.5,0.6666666666666666
124,24/11/2018,Watford,Liverpool,"['0 ', ' 3']",Watford,12,17,14,20,18.55,13.77,10.59,9.17,7.333333333333333,5.0,1.6666666666666667,Liverpool,12,23,5,30,23.56,9.72,12.27,20.68,10.666666666666666,3.75,2.5
125,24/11/2018,West Ham,Manchester City,"['0 ', ' 4']",West Ham,12,14,18,12,14.96,19.21,12.35,8.76,7.75,6.25,1.0,Manchester City,12,36,5,32,34.13,7.63,10.24,25.7,16.083333333333332,3.1666666666666665,2.6666666666666665
126,24/11/2018,Tottenham,Chelsea,"['3 ', ' 1']",Tottenham,12,20,10,27,20.88,15.15,8.49,13.2,6.416666666666667,5.333333333333333,2.25,Chelsea,12,27,8,28,24.85,11.12,9.78,16.86,9.916666666666666,3.6666666666666665,2.3333333333333335
127,25/11/2018,Bournemouth,Arsenal,"['1 ', ' 2']",Bournemouth,12,21,16,20,23.08,16.73,14.12,10.7,8.0,7.666666666666667,1.6666666666666667,Arsenal,12,26,15,24,16.99,17.48,8.43,15.24,10.0,6.166666666666667,2.0
128,25/11/2018,Wolverhampton Wanderers,Huddersfield,"['0 ', ' 2']",Wolverhampton Wanderers,12,12,13,16,17.29,10.9,12.84,12.38,5.583333333333333,6.5,1.3333333333333333,Huddersfield,12,6,22,7,7.66,18.59,10.03,11.5,2.75,4.666666666666667,0.5833333333333334
129,26/11/2018,Burnley,Newcastle United,"['1 ', ' 2']",Burnley,12,12,25,9,9.33,26.29,14.26,10.59,3.5833333333333335,9.75,0.75,Newcastle United,12,9,15,9,11.17,19.62,12.88,7.45,3.5,8.166666666666666,0.75
130,30/11/2018,Cardiff,Wolverhampton Wanderers,"['2 ', ' 1']",Cardiff,13,11,26,8,14.27,22.97,15.55,6.15,4.3076923076923075,9.307692307692308,0.6153846153846154,Wolverhampton Wanderers,13,12,15,16,17.99,11.52,12.99,11.92,5.538461538461538,6.384615384615385,1.2307692307692308
131,01/12/2018,Crystal Palace,Burnley,"['2 ', ' 0']",Crystal Palace,13,8,17,9,14.2,19.13,13.66,9.04,5.6923076923076925,6.0,0.6923076923076923,Burnley,13,13,27,9,10.82,27.97,14.28,10.78,4.076923076923077,9.23076923076923,0.6923076923076923
132,01/12/2018,Huddersfield,Brighton,"['1 ', ' 2']",Huddersfield,13,8,22,10,8.29,19.29,9.88,11.79,2.923076923076923,4.6923076923076925,0.7692307692307693,Brighton,13,14,19,15,13.35,23.73,13.51,7.38,2.923076923076923,8.0,1.1538461538461537
133,01/12/2018,Leicester,Watford,"['2 ', ' 0']",Leicester,13,18,17,18,17.24,15.47,9.97,10.84,4.615384615384615,5.3076923076923075,1.3846153846153846,Watford,13,17,17,20,19.22,15.23,10.95,8.92,7.0,5.153846153846154,1.5384615384615385
134,01/12/2018,Manchester City,Bournemouth,"['3 ', ' 1']",Manchester City,13,40,5,35,37.09,8.46,10.49,26.02,15.692307692307692,3.3846153846153846,2.6923076923076925,Bournemouth,13,22,18,20,23.73,18.44,14.54,10.59,7.846153846153846,8.307692307692308,1.5384615384615385
135,01/12/2018,Newcastle United,West Ham,"['0 ', ' 3']",Newcastle United,13,11,16,12,12.84,21.11,12.78,7.96,3.4615384615384617,8.307692307692308,0.9230769230769231,West Ham,13,14,22,12,15.79,22.17,13.49,9.0,7.615384615384615,6.615384615384615,0.9230769230769231
136,01/12/2018,Southampton,Manchester United,"['2 ', ' 2']",Southampton,13,10,24,8,17.62,21.38,12.3,10.98,5.615384615384615,9.153846153846153,0.6153846153846154,Manchester United,13,20,21,21,22.16,20.33,10.73,12.76,7.769230769230769,7.461538461538462,1.6153846153846154
137,02/12/2018,Chelsea,Fulham,"['2 ', ' 0']",Chelsea,13,28,11,28,25.81,14.47,9.41,16.27,9.76923076923077,3.923076923076923,2.1538461538461537,Fulham,13,14,33,8,13.13,27.0,13.91,10.9,4.230769230769231,9.384615384615385,0.6153846153846154
138,02/12/2018,Arsenal,Tottenham,"['4 ', ' 2']",Arsenal,13,28,16,27,18.7,18.13,8.49,15.48,10.461538461538462,6.153846153846154,2.076923076923077,Tottenham,13,23,11,30,24.22,16.12,8.71,12.6,6.461538461538462,5.538461538461538,2.3076923076923075
139,02/12/2018,Liverpool,Everton,"['1 ', ' 0']",Liverpool,13,26,5,33,25.01,10.39,11.75,20.1,10.384615384615385,3.6923076923076925,2.5384615384615383,Everton,13,20,15,22,18.57,16.74,9.89,10.11,5.076923076923077,5.461538461538462,1.6923076923076923
140,04/12/2018,Bournemouth,Huddersfield,"['2 ', ' 1']",Bournemouth,14,23,21,20,24.45,21.28,16.32,10.25,7.714285714285714,8.428571428571429,1.4285714285714286,Huddersfield,14,9,24,10,8.85,20.97,10.27,11.56,2.7142857142857144,4.785714285714286,0.7142857142857143
141,04/12/2018,Brighton,Crystal Palace,"['3 ', ' 1']",Brighton,14,16,20,18,15.03,24.29,13.23,7.95,3.142857142857143,7.428571428571429,1.2857142857142858,Crystal Palace,14,10,17,12,16.23,19.44,13.66,9.18,6.0,5.714285714285714,0.8571428571428571
142,04/12/2018,West Ham,Cardiff,"['3 ', ' 1']",West Ham,14,17,22,15,18.42,23.3,13.72,9.03,7.285714285714286,6.785714285714286,1.0714285714285714,Cardiff,14,13,27,11,15.37,23.95,15.1,6.11,4.357142857142857,9.142857142857142,0.7857142857142857
143,04/12/2018,Watford,Manchester City,"['1 ', ' 2']",Watford,14,17,19,20,20.42,16.64,10.66,9.37,7.142857142857143,4.857142857142857,1.4285714285714286,Manchester City,14,43,6,38,39.92,9.18,10.09,27.46,15.285714285714286,3.5714285714285716,2.7142857142857144
144,05/12/2018,Burnley,Liverpool,"['1 ', ' 3']",Burnley,14,13,29,9,11.13,30.01,14.02,10.94,3.9285714285714284,9.285714285714286,0.6428571428571429,Liverpool,14,27,5,36,28.09,11.62,11.14,19.87,10.214285714285714,3.7857142857142856,2.5714285714285716
145,05/12/2018,Fulham,Leicester,"['1 ', ' 1']",Fulham,14,14,35,8,13.42,29.17,13.89,10.5,4.142857142857143,9.071428571428571,0.5714285714285714,Leicester,14,20,17,21,18.66,16.67,10.35,10.56,4.357142857142857,5.571428571428571,1.5
146,05/12/2018,Wolverhampton Wanderers,Chelsea,"['2 ', ' 1']",Wolverhampton Wanderers,14,13,17,16,18.98,12.62,12.49,11.73,5.642857142857143,6.285714285714286,1.1428571428571428,Chelsea,14,30,11,31,27.98,14.76,9.05,16.02,9.428571428571429,3.857142857142857,2.2142857142857144
147,05/12/2018,Everton,Newcastle United,"['1 ', ' 1']",Everton,14,20,16,22,19.8,19.82,10.29,9.7,5.071428571428571,5.642857142857143,1.5714285714285714,Newcastle United,14,11,19,12,13.97,23.74,12.58,8.5,3.857142857142857,7.928571428571429,0.8571428571428571
148,05/12/2018,Manchester United,Arsenal,"['2 ', ' 2']",Manchester United,14,22,23,22,23.07,20.96,10.55,12.7,7.571428571428571,7.357142857142857,1.5714285714285714,Arsenal,14,32,18,30,21.42,19.22,8.34,14.88,10.357142857142858,5.785714285714286,2.142857142857143
149,05/12/2018,Tottenham,Southampton,"['3 ', ' 1']",Tottenham,14,25,15,30,25.32,18.83,8.79,12.13,6.071428571428571,5.785714285714286,2.142857142857143,Southampton,14,12,26,9,18.24,22.29,12.28,10.76,5.642857142857143,8.857142857142858,0.6428571428571429
150,08/12/2018,Bournemouth,Liverpool,"['0 ', ' 4']",Bournemouth,15,25,22,23,25.52,22.84,16.38,9.78,7.4,8.466666666666667,1.5333333333333334,Liverpool,15,30,6,39,30.82,12.68,11.1,20.05,10.466666666666667,4.0,2.6
151,08/12/2018,Arsenal,Huddersfield,"['1 ', ' 0']",Arsenal,15,34,20,31,23.15,20.56,8.73,14.07,10.333333333333334,5.666666666666667,2.066666666666667,Huddersfield,15,10,26,10,10.41,22.05,9.85,11.88,3.1333333333333333,4.666666666666667,0.6666666666666666
152,08/12/2018,Burnley,Brighton,"['1 ', ' 0']",Burnley,15,14,32,9,12.18,32.75,14.57,10.89,4.133333333333334,9.6,0.6,Brighton,15,19,21,21,16.28,25.82,13.35,7.92,3.066666666666667,7.666666666666667,1.4
153,08/12/2018,Cardiff,Southampton,"['1 ', ' 0']",Cardiff,15,14,30,11,17.3,25.53,14.68,6.11,4.2,9.2,0.7333333333333333,Southampton,15,13,29,9,20.06,24.03,12.51,11.08,5.733333333333333,8.6,0.6
154,08/12/2018,Manchester United,Fulham,"['4 ', ' 1']",Manchester United,15,24,25,23,24.41,22.69,10.2,12.93,7.333333333333333,7.533333333333333,1.5333333333333334,Fulham,15,15,36,9,14.89,30.38,13.81,10.42,4.333333333333333,8.6,0.6
155,08/12/2018,West Ham,Crystal Palace,"['3 ', ' 2']",West Ham,15,20,23,18,19.99,25.23,13.22,9.12,7.466666666666667,6.466666666666667,1.2,Crystal Palace,15,11,20,12,17.77,20.69,13.26,9.51,6.333333333333333,5.466666666666667,0.8
156,08/12/2018,Chelsea,Manchester City,"['2 ', ' 0']",Chelsea,15,31,13,31,29.09,15.44,8.91,15.66,9.133333333333333,3.8,2.066666666666667,Manchester City,15,45,7,41,42.44,10.85,9.85,28.03,15.2,3.8,2.7333333333333334
157,08/12/2018,Leicester,Tottenham,"['0 ', ' 2']",Leicester,15,21,18,22,19.87,18.14,10.26,10.65,4.2,5.666666666666667,1.4666666666666666,Tottenham,15,28,16,33,27.05,20.66,9.12,12.34,6.0,5.866666666666666,2.2
158,09/12/2018,Newcastle United,Wolverhampton Wanderers,"['1 ', ' 2']",Newcastle United,15,12,20,13,15.49,25.85,12.56,8.39,3.8666666666666667,7.733333333333333,0.8666666666666667,Wolverhampton Wanderers,15,15,18,19,19.66,13.72,12.44,11.39,5.466666666666667,6.2,1.2666666666666666
159,10/12/2018,Everton,Watford,"['2 ', ' 2']",Everton,15,21,17,23,21.91,21.34,10.1,9.9,5.066666666666666,5.533333333333333,1.5333333333333334,Watford,15,18,21,20,22.1,19.16,11.54,9.21,7.133333333333334,5.466666666666667,1.3333333333333333
160,15/12/2018,Manchester City,Everton,"['3 ', ' 1']",Manchester City,16,45,9,41,43.18,11.37,9.68,27.0,14.9375,3.75,2.5625,Everton,16,23,19,24,23.63,22.97,9.93,9.71,5.3125,5.5,1.5
161,15/12/2018,Crystal Palace,Leicester,"['1 ', ' 0']",Crystal Palace,16,13,23,12,18.7,22.22,13.07,9.65,6.1875,5.375,0.75,Leicester,16,21,20,22,20.23,19.06,10.57,10.63,4.0625,5.875,1.375
162,15/12/2018,Huddersfield,Newcastle United,"['0 ', ' 1']",Huddersfield,16,10,27,10,10.72,24.07,9.9,11.37,3.0625,4.875,0.625,Newcastle United,16,13,22,13,15.95,27.43,12.78,8.83,3.9375,7.4375,0.8125
163,15/12/2018,Tottenham,Burnley,"['1 ', ' 0']",Tottenham,16,30,16,36,27.97,21.01,9.19,12.5,6.1875,5.625,2.25,Burnley,16,15,32,12,14.0,33.7,14.58,10.8,4.375,9.1875,0.75
164,15/12/2018,Watford,Cardiff,"['3 ', ' 2']",Watford,16,20,23,21,23.73,20.89,11.21,9.09,7.0,5.6875,1.3125,Cardiff,16,15,30,14,18.86,26.03,14.72,5.94,4.375,8.6875,0.875
165,15/12/2018,Wolverhampton Wanderers,Bournemouth,"['2 ', ' 0']",Wolverhampton Wanderers,16,17,19,22,21.24,14.18,12.65,11.69,5.3125,6.125,1.375,Bournemouth,16,25,26,23,25.8,24.65,16.12,9.84,7.1875,8.5,1.4375
166,15/12/2018,Fulham,West Ham,"['0 ', ' 2']",Fulham,16,16,40,9,16.13,33.54,13.99,10.11,4.375,8.6875,0.5625,West Ham,16,23,25,21,21.53,26.17,13.17,9.18,7.25,6.3125,1.3125
167,16/12/2018,Brighton,Chelsea,"['1 ', ' 2']",Brighton,16,19,22,21,17.23,27.63,13.16,8.29,3.0625,7.6875,1.3125,Chelsea,16,33,13,34,29.62,16.18,9.52,15.04,8.75,4.25,2.125
168,16/12/2018,Southampton,Arsenal,"['3 ', ' 2']",Southampton,16,13,30,9,20.57,25.58,11.97,11.3,5.4375,8.5,0.5625,Arsenal,16,35,20,34,25.17,20.87,8.53,13.81,10.1875,5.4375,2.125
169,16/12/2018,Liverpool,Manchester United,"['3 ', ' 1']",Liverpool,16,34,6,42,32.63,12.96,11.08,19.53,10.375,4.0,2.625,Manchester United,16,28,26,26,27.56,23.92,9.88,13.15,7.5,7.375,1.625
170,21/12/2018,Wolverhampton Wanderers,Liverpool,"['0 ', ' 2']",Wolverhampton Wanderers,17,19,19,25,23.26,14.71,12.82,11.97,5.176470588235294,6.0,1.4705882352941178,Liverpool,17,37,7,45,35.23,13.61,10.97,19.25,10.470588235294118,3.8823529411764706,2.6470588235294117
171,22/12/2018,Arsenal,Burnley,"['3 ', ' 1']",Arsenal,17,37,23,34,27.03,22.08,8.54,13.78,10.0,5.235294117647059,2.0,Burnley,17,15,33,12,14.45,35.45,14.77,10.61,4.352941176470588,9.294117647058824,0.7058823529411765
172,22/12/2018,Bournemouth,Brighton,"['2 ', ' 0']",Bournemouth,17,25,28,23,26.33,26.67,16.28,10.2,7.0,8.176470588235293,1.3529411764705883,Brighton,17,20,24,21,17.49,29.24,13.21,8.64,3.0,7.411764705882353,1.2352941176470589
173,22/12/2018,Chelsea,Leicester,"['0 ', ' 1']",Chelsea,17,35,14,37,31.23,16.44,9.84,14.96,8.411764705882353,4.117647058823529,2.176470588235294,Leicester,17,21,21,22,21.13,19.46,10.28,10.43,4.0588235294117645,5.882352941176471,1.2941176470588236
174,22/12/2018,Huddersfield,Southampton,"['1 ', ' 3']",Huddersfield,17,10,28,10,11.39,25.0,9.59,11.75,3.2941176470588234,4.764705882352941,0.5882352941176471,Southampton,17,16,32,12,21.78,27.44,12.09,11.16,5.235294117647059,8.411764705882353,0.7058823529411765
175,22/12/2018,Manchester City,Crystal Palace,"['2 ', ' 3']",Manchester City,17,48,10,44,44.98,13.0,9.61,26.81,14.411764705882353,3.764705882352941,2.588235294117647,Crystal Palace,17,14,23,15,19.1,23.12,12.62,9.45,6.176470588235294,5.294117647058823,0.8823529411764706
176,22/12/2018,Newcastle United,Fulham,"['0 ', ' 0']",Newcastle United,17,14,22,16,16.88,28.1,13.04,8.5,3.8823529411764706,7.411764705882353,0.9411764705882353,Fulham,17,16,42,9,17.16,34.29,13.59,10.2,4.352941176470588,8.588235294117647,0.5294117647058824
177,22/12/2018,West Ham,Watford,"['0 ', ' 2']",West Ham,17,25,25,24,22.28,27.2,13.08,9.12,7.235294117647059,6.176470588235294,1.411764705882353,Watford,17,23,25,24,25.38,21.38,10.97,9.72,7.235294117647059,5.470588235294118,1.411764705882353
178,22/12/2018,Cardiff,Manchester United,"['1 ', ' 5']",Cardiff,17,17,33,14,19.35,27.68,15.15,5.92,4.235294117647059,8.823529411764707,0.8235294117647058,Manchester United,17,29,29,26,28.22,26.53,10.09,12.94,7.176470588235294,7.647058823529412,1.5294117647058822
179,23/12/2018,Everton,Tottenham,"['2 ', ' 6']",Everton,17,24,22,24,25.26,24.77,10.59,9.65,5.235294117647059,5.529411764705882,1.411764705882353,Tottenham,17,31,16,39,29.72,21.46,9.12,12.76,6.470588235294118,5.529411764705882,2.2941176470588234
180,26/12/2018,Fulham,Wolverhampton Wanderers,"['1 ', ' 1']",Fulham,18,16,42,10,17.41,34.58,13.77,10.11,4.388888888888889,8.5,0.5555555555555556,Wolverhampton Wanderers,18,19,21,25,24.02,16.87,12.9,12.12,5.055555555555555,6.222222222222222,1.3888888888888888
181,26/12/2018,Burnley,Everton,"['1 ', ' 5']",Burnley,18,16,36,12,15.48,36.91,14.69,10.41,4.333333333333333,9.277777777777779,0.6666666666666666,Everton,18,26,28,24,26.26,27.33,10.9,9.7,5.111111111111111,5.5,1.3333333333333333
182,26/12/2018,Crystal Palace,Cardiff,"['0 ', ' 0']",Crystal Palace,18,17,25,18,20.24,24.39,13.0,9.22,5.833333333333333,5.888888888888889,1.0,Cardiff,18,18,38,14,20.62,30.41,15.42,5.8,4.055555555555555,8.88888888888889,0.7777777777777778
183,26/12/2018,Leicester,Manchester City,"['2 ', ' 1']",Leicester,18,22,21,25,21.58,21.86,10.6,10.11,4.111111111111111,6.111111111111111,1.3888888888888888,Manchester City,18,50,13,44,46.25,14.14,9.31,26.69,14.5,3.5555555555555554,2.4444444444444446
184,26/12/2018,Liverpool,Newcastle United,"['4 ', ' 0']",Liverpool,18,39,7,48,37.4,14.38,11.14,18.86,10.444444444444445,3.8333333333333335,2.6666666666666665,Newcastle United,18,14,22,17,17.17,28.34,12.7,8.91,4.055555555555555,7.277777777777778,0.9444444444444444
185,26/12/2018,Manchester United,Huddersfield,"['3 ', ' 1']",Manchester United,18,34,30,29,30.94,27.8,9.77,13.28,7.333333333333333,7.277777777777778,1.6111111111111112,Huddersfield,18,11,31,10,12.39,27.6,9.21,11.94,3.5555555555555554,4.833333333333333,0.5555555555555556
186,26/12/2018,Tottenham,Bournemouth,"['5 ', ' 0']",Tottenham,18,37,18,42,32.27,22.47,9.19,12.9,6.388888888888889,5.388888888888889,2.3333333333333335,Bournemouth,18,27,28,26,27.22,27.49,15.88,10.22,7.166666666666667,8.055555555555555,1.4444444444444444
187,26/12/2018,Brighton,Arsenal,"['1 ', ' 1']",Brighton,18,20,26,21,18.32,30.13,13.01,8.73,3.1666666666666665,7.555555555555555,1.1666666666666667,Arsenal,18,40,24,37,28.49,23.11,8.51,13.77,9.944444444444445,5.166666666666667,2.0555555555555554
188,26/12/2018,Watford,Chelsea,"['1 ', ' 2']",Watford,18,25,25,27,27.71,23.44,10.8,9.53,7.333333333333333,5.5,1.5,Chelsea,18,35,15,37,33.63,16.9,9.52,15.03,8.5,4.166666666666667,2.0555555555555554
189,27/12/2018,Southampton,West Ham,"['1 ', ' 2']",Southampton,18,19,33,15,24.38,28.45,12.23,10.49,5.277777777777778,8.38888888888889,0.8333333333333334,West Ham,18,25,27,24,24.35,29.53,12.67,9.07,7.166666666666667,6.333333333333333,1.3333333333333333
190,29/12/2018,Brighton,Everton,"['1 ', ' 0']",Brighton,19,21,27,22,19.7,30.92,13.4,8.88,3.4210526315789473,7.684210526315789,1.1578947368421053,Everton,19,31,29,27,28.14,29.21,10.96,9.71,5.157894736842105,5.368421052631579,1.4210526315789473
191,29/12/2018,Fulham,Huddersfield,"['1 ', ' 0']",Fulham,19,17,43,11,18.68,35.94,14.2,10.02,4.368421052631579,8.157894736842104,0.5789473684210527,Huddersfield,19,12,34,10,13.8,29.4,9.46,11.6,3.6315789473684212,5.052631578947368,0.5263157894736842
192,29/12/2018,Leicester,Cardiff,"['0 ', ' 1']",Leicester,19,24,22,28,23.14,23.21,11.11,9.88,4.2105263157894735,6.842105263157895,1.4736842105263157,Cardiff,19,18,38,15,21.68,32.84,15.21,5.91,4.105263157894737,9.368421052631579,0.7894736842105263
193,29/12/2018,Tottenham,Wolverhampton Wanderers,"['1 ', ' 3']",Tottenham,19,42,18,45,34.51,23.68,9.49,13.12,6.473684210526316,5.578947368421052,2.3684210526315788,Wolverhampton Wanderers,19,20,22,26,25.38,18.15,12.68,12.66,4.894736842105263,6.105263157894737,1.368421052631579
194,29/12/2018,Watford,Newcastle United,"['1 ', ' 1']",Watford,19,26,27,27,28.95,25.64,11.05,9.68,7.315789473684211,5.631578947368421,1.4210526315789473,Newcastle United,19,14,26,17,17.63,31.59,13.23,8.68,3.8421052631578947,7.894736842105263,0.8947368421052632
195,29/12/2018,Liverpool,Arsenal,"['5 ', ' 1']",Liverpool,19,43,7,51,40.65,14.83,10.81,19.16,10.894736842105264,3.6315789473684212,2.6842105263157894,Arsenal,19,41,25,38,29.28,24.5,8.66,14.09,9.947368421052632,5.315789473684211,2.0
196,30/12/2018,Crystal Palace,Chelsea,"['0 ', ' 1']",Crystal Palace,19,17,25,19,22.68,25.45,12.87,9.33,6.473684210526316,5.842105263157895,1.0,Chelsea,19,37,16,40,35.83,18.14,9.67,15.02,8.473684210526315,4.315789473684211,2.1052631578947367
197,30/12/2018,Burnley,West Ham,"['2 ', ' 0']",Burnley,19,17,41,12,17.37,38.8,14.41,10.52,4.2631578947368425,9.105263157894736,0.631578947368421,West Ham,19,27,28,27,25.62,30.82,12.36,9.14,7.105263157894737,6.315789473684211,1.4210526315789473
198,30/12/2018,Southampton,Manchester City,"['1 ', ' 3']",Southampton,19,20,35,15,25.67,29.71,12.14,10.32,5.315789473684211,8.263157894736842,0.7894736842105263,Manchester City,19,51,15,44,47.6,15.7,9.11,26.91,14.789473684210526,3.6842105263157894,2.3157894736842106
199,30/12/2018,Manchester United,Bournemouth,"['4 ', ' 1']",Manchester United,19,37,31,32,32.74,29.2,9.61,13.35,7.421052631578948,7.157894736842105,1.6842105263157894,Bournemouth,19,27,33,26,28.44,29.73,15.97,10.48,7.2631578947368425,8.052631578947368,1.368421052631579
200,01/01/2019,Everton,Leicester,"['0 ', ' 1']",Everton,20,31,30,27,28.8,30.82,11.03,9.69,5.15,5.3,1.35,Leicester,20,24,23,28,24.66,23.7,11.0,9.84,4.45,6.65,1.4
201,01/01/2019,Arsenal,Fulham,"['4 ', ' 1']",Arsenal,20,42,30,38,30.36,28.2,8.71,14.07,9.75,5.65,1.9,Fulham,20,18,43,14,20.41,36.22,14.4,10.17,4.4,8.0,0.7
202,01/01/2019,Cardiff,Tottenham,"['0 ', ' 3']",Cardiff,20,19,38,18,22.17,34.35,14.78,5.98,4.05,9.35,0.9,Tottenham,20,43,21,45,34.78,24.89,9.47,13.73,6.3,5.55,2.25
203,02/01/2019,Bournemouth,Watford,"['3 ', ' 3']",Bournemouth,20,28,37,26,29.14,33.15,16.81,10.51,7.05,8.15,1.3,Watford,20,27,28,28,30.01,26.3,10.84,9.88,7.5,5.5,1.4
204,02/01/2019,Chelsea,Southampton,"['0 ', ' 0']",Chelsea,20,38,16,43,36.57,18.34,9.58,15.45,8.35,4.2,2.15,Southampton,20,21,38,15,25.89,32.68,12.8,10.2,5.25,8.45,0.75
205,02/01/2019,Huddersfield,Burnley,"['1 ', ' 2']",Huddersfield,20,12,35,10,14.08,31.13,9.62,11.94,3.7,5.05,0.5,Burnley,20,19,41,15,20.26,39.45,13.88,10.54,4.5,8.8,0.75
206,02/01/2019,West Ham,Brighton,"['2 ', ' 2']",West Ham,20,27,30,27,26.27,33.72,12.3,9.03,6.9,6.45,1.35,Brighton,20,22,27,25,21.31,31.58,13.15,9.0,3.45,7.55,1.25
207,02/01/2019,Wolverhampton Wanderers,Crystal Palace,"['0 ', ' 2']",Wolverhampton Wanderers,20,23,23,29,26.59,18.43,13.33,12.41,4.9,5.95,1.45,Crystal Palace,20,17,26,19,22.88,26.19,13.48,9.28,6.25,5.85,0.95
208,02/01/2019,Newcastle United,Manchester United,"['0 ', ' 2']",Newcastle United,20,15,27,18,18.29,32.65,13.2,8.58,3.8,8.05,0.9,Manchester United,20,41,32,35,36.16,29.91,9.67,14.04,7.55,6.95,1.75
209,03/01/2019,Manchester City,Liverpool,"['2 ', ' 1']",Manchester City,20,54,16,47,50.57,15.92,9.04,27.26,14.65,3.7,2.35,Liverpool,20,48,8,54,44.35,15.92,11.0,18.38,10.95,3.75,2.7
210,12/01/2019,West Ham,Arsenal,"['1 ', ' 0']",West Ham,21,29,32,28,26.91,34.4,12.27,9.1,6.761904761904762,6.238095238095238,1.3333333333333333,Arsenal,21,46,31,41,34.8,29.91,8.8,14.0,10.285714285714286,5.619047619047619,1.9523809523809523
211,12/01/2019,Brighton,Liverpool,"['0 ', ' 1']",Brighton,21,24,29,26,21.99,32.22,13.0,9.11,3.380952380952381,7.380952380952381,1.2380952380952381,Liverpool,21,49,10,54,45.73,16.92,11.48,17.78,10.80952380952381,4.0,2.5714285714285716
